District Name,School Code,School Name,State Board Region,Grade Span
Scotland County Schools,830364,Sycamore Lane Elementary,Sandhills,03-05
Scotland County Schools,830365,Sycamore Lane Primary,Sandhills,PK-02
Stanly County Schools,840302,Albemarle High,Southwest,09-12
Stanly County Schools,840303,Albemarle Middle,Southwest,06-08
Stanly County Schools,840304,Aquadale Elementary,Southwest,PK-05
Stanly County Schools,840308,Badin Elementary,Southwest,0K-05
Stanly County Schools,840310,Central Elementary,Southwest,0K-05
Stanly County Schools,840312,Endy Elementary,Southwest,PK-05
Stanly County Schools,840316,East Albemarle Elementary,Southwest,0K-05
Stanly County Schools,840320,Locust Elementary,Southwest,0K-05
Stanly County Schools,840324,Millingport Elementary,Southwest,0K-05
Stanly County Schools,840328,North Stanly Middle,Southwest,06-08
Stanly County Schools,840332,North Stanly High,Southwest,09-12
Stanly County Schools,840336,Norwood Elementary,Southwest,0K-05
Stanly County Schools,840342,Oakboro Choice STEM,Southwest,0K-08
Stanly County Schools,840344,Richfield Elementary,Southwest,0K-05
Stanly County Schools,840350,West Stanly Middle School,Southwest,06-08
Stanly County Schools,840356,South Stanly High,Southwest,09-12
Stanly County Schools,840358,South Stanly Middle,Southwest,06-08
Stanly County Schools,840360,Stanfield Elementary,Southwest,0K-05
Stanly County Schools,840361,Stanly Early College High,Southwest,09-13
Stanly County Schools,840362,Stanly STEM Early College,Southwest,09-13
Stanly County Schools,840366,Stanly County Virtual Education,Southwest,01-12
Stanly County Schools,840368,West Stanly High,Southwest,09-12
Stanly County Schools,840370,Stanly Academy Learning Center,Southwest,08-12
Stokes County Schools,850304,Chestnut Grove Middle School,Piedmont-Triad,06-08
Stokes County Schools,850312,Germanton Elementary School,Piedmont-Triad,0K-05
Stokes County Schools,850314,Mount Olive Elementary School,Piedmont-Triad,0K-05
Stokes County Schools,850316,King Elementary School,Piedmont-Triad,PK-05
Stokes County Schools,850320,Lawsonville Elementary School,Piedmont-Triad,0K-05
Stokes County Schools,850324,Meadowbrook Academy,Piedmont-Triad,06-12
Stokes County Schools,850328,Nancy Reynolds Elementary School,Piedmont-Triad,0K-05
Stokes County Schools,850332,North Stokes High School,Piedmont-Triad,09-12
Stokes County Schools,850336,Pine Hall Elementary School,Piedmont-Triad,0K-05
Stokes County Schools,850338,Piney Grove Middle School,Piedmont-Triad,06-08
Stokes County Schools,850340,Pinnacle Elementary School,Piedmont-Triad,PK-05
Stokes County Schools,850342,Poplar Springs Elementary School,Piedmont-Triad,PK-05
Stokes County Schools,850348,Sandy Ridge Elementary School,Piedmont-Triad,0K-05
Stokes County Schools,850350,Southeastern Stokes Middle School,Piedmont-Triad,06-08
Stokes County Schools,850352,South Stokes High School,Piedmont-Triad,09-12
Stokes County Schools,850354,London Elementary School,Piedmont-Triad,0K-05
Stokes County Schools,850356,Walnut Cove Elementary School,Piedmont-Triad,PK-05
Stokes County Schools,850358,West Stokes High School,Piedmont-Triad,09-12
Stokes County Schools,850360,Stokes Early College High School,Piedmont-Triad,09-13
Surry County Schools,860302,Cedar Ridge Elementary,Piedmont-Triad,PK-05
Surry County Schools,860306,Central Middle,Piedmont-Triad,06-08
Surry County Schools,860308,Copeland Elementary,Piedmont-Triad,PK-05
Surry County Schools,860312,Dobson Elementary,Piedmont-Triad,PK-05
Surry County Schools,860316,East Surry High,Piedmont-Triad,09-12
Surry County Schools,860320,Flat Rock Elementary,Piedmont-Triad,PK-05
Surry County Schools,860324,Franklin Elementary,Piedmont-Triad,PK-05
Surry County Schools,860326,J Sam Gentry Middle,Piedmont-Triad,06-08
Surry County Schools,860330,Meadowview Magnet Middle,Piedmont-Triad,06-08
Surry County Schools,860332,Mountain Park Elementary,Piedmont-Triad,PK-05
Surry County Schools,860336,North Surry High,Piedmont-Triad,09-12
Surry County Schools,860339,Pilot Mountain Elementary,Piedmont-Triad,PK-05
Surry County Schools,860340,Pilot Mountain Middle,Piedmont-Triad,06-08
Surry County Schools,860344,Rockford Elementary,Piedmont-Triad,PK-05
Surry County Schools,860348,Shoals Elementary,Piedmont-Triad,PK-05
Surry County Schools,860352,Surry Central High,Piedmont-Triad,09-12
Surry County Schools,860353,Surry Online Magnet School,Piedmont-Triad,0K-12
Surry County Schools,860354,Surry Early College,Piedmont-Triad,09-13
Surry County Schools,860356,Westfield Elementary,Piedmont-Triad,PK-05
Surry County Schools,860360,White Plains Elementary,Piedmont-Triad,PK-05
Elkin City Schools,861304,Elkin Elementary,Piedmont-Triad,PK-06
Elkin City Schools,861308,Elkin High,Piedmont-Triad,09-12
Elkin City Schools,861312,Elkin Middle,Piedmont-Triad,07-08
Elkin City Schools,861316,Global E-Learning Academy,Piedmont-Triad,0K-12
Mount Airy City Schools,862308,Bruce H. Tharrington Primary,Piedmont-Triad,PK-02
Mount Airy City Schools,862310,Jones Intermediate,Piedmont-Triad,03-05
Mount Airy City Schools,862312,Mount Airy High,Piedmont-Triad,09-12
Mount Airy City Schools,862316,Mount Airy Middle,Piedmont-Triad,06-08
Swain County Schools,870314,Swain County High School,Western,09-12
Swain County Schools,870318,Swain County Middle School,Western,PK-08
Swain County Schools,870320,Swain County East Elementary,Western,0K-05
Swain County Schools,870324,Swain County West Elementary,Western,0K-05
Transylvania County Schools,880304,Brevard Elementary,Western,PK-05
Transylvania County Schools,880308,Brevard High,Western,09-12
Transylvania County Schools,880312,Brevard Middle,Western,06-08
Transylvania County Schools,880318,Pisgah Forest Elementary,Western,PK-05
Transylvania County Schools,880320,Davidson River School,Western,09-12
Transylvania County Schools,880324,Rosman Elementary,Western,PK-05
Transylvania County Schools,880328,Rosman High,Western,09-12
Transylvania County Schools,880330,Rosman Middle,Western,06-08
Transylvania County Schools,880336,T C Henderson,Western,PK-05
Tyrrell County Schools,890304,Columbia High,Northeast,09-13
Tyrrell County Schools,890306,Columbia Middle,Northeast,06-08
Tyrrell County Schools,890308,Tyrrell Elementary,Northeast,PK-05
Union County Public Schools,900302,Antioch Elementary,Southwest,PK-05
Union County Public Schools,900303,Rea View Elementary,Southwest,PK-05
Union County Public Schools,900304,Benton Heights Elementary,Southwest,PK-05
Union County Public Schools,900305,New Town Elementary,Southwest,PK-05
Union County Public Schools,900306,East Elementary,Southwest,PK-05
Union County Public Schools,900307,Rocky River Elementary,Southwest,PK-05
Union County Public Schools,900308,East Union Middle,Southwest,06-08
Union County Public Schools,900310,Cuthbertson Middle,Southwest,06-08
Union County Public Schools,900311,Cuthbertson High,Southwest,09-12
Union County Public Schools,900312,Fairview Elementary,Southwest,PK-05
Union County Public Schools,900314,Monroe Middle,Southwest,06-08
Union County Public Schools,900316,Forest Hills High,Southwest,09-12
Union County Public Schools,900318,Hemby Bridge Elementary,Southwest,PK-05
Union County Public Schools,900320,Indian Trail Elementary,Southwest,PK-05
Union County Public Schools,900328,Kensington Elementary,Southwest,PK-05
Union County Public Schools,900332,Marshville Elementary,Southwest,PK-05
Union County Public Schools,900334,Marvin Elementary,Southwest,PK-05
Union County Public Schools,900336,Monroe High,Southwest,09-12
Union County Public Schools,900340,New Salem Elementary,Southwest,PK-05
Union County Public Schools,900341,Porter Ridge Elementary,Southwest,PK-05
Union County Public Schools,900342,Porter Ridge High School,Southwest,09-12
Union County Public Schools,900343,Porter Ridge Middle School,Southwest,06-08
Union County Public Schools,900344,Parkwood High,Southwest,09-12
Union County Public Schools,900346,Parkwood Middle,Southwest,06-08
Union County Public Schools,900347,Poplin Elementary,Southwest,PK-05
Union County Public Schools,900348,Piedmont High,Southwest,09-12
Union County Public Schools,900350,Piedmont Middle,Southwest,06-08
Union County Public Schools,900351,Rock Rest Elementary,Southwest,PK-05
Union County Public Schools,900352,Prospect Elementary,Southwest,PK-05
Union County Public Schools,900353,Sandy Ridge Elementary,Southwest,PK-05
Union County Public Schools,900354,Sardis Elementary,Southwest,PK-05
Union County Public Schools,900356,Shiloh Valley Elementary,Southwest,03-05
Union County Public Schools,900358,Stallings Elementary,Southwest,PK-05
Union County Public Schools,900360,Sun Valley High,Southwest,09-12
Union County Public Schools,900362,Sun Valley Middle,Southwest,06-08
Union County Public Schools,900363,Shiloh Valley Primary School,Southwest,PK-02
Union County Public Schools,900364,Union Elementary,Southwest,PK-05
Union County Public Schools,900365,South Providence,Southwest,06-12
Union County Public Schools,900366,Central Academy of Technology and Arts,Southwest,09-12
Union County Public Schools,900367,Union County Early College,Southwest,09-13
Union County Public Schools,900368,Unionville Elementary,Southwest,PK-05
Union County Public Schools,900370,Walter Bickett Elementary,Southwest,PK-05
Union County Public Schools,900372,Waxhaw Elementary,Southwest,PK-05
Union County Public Schools,900376,Weddington Elementary,Southwest,PK-05
Union County Public Schools,900377,Weddington High,Southwest,09-12
Union County Public Schools,900378,Weddington Middle,Southwest,06-08
Union County Public Schools,900380,Wesley Chapel Elementary,Southwest,PK-05
Union County Public Schools,900384,Western Union Elementary,Southwest,PK-05
Union County Public Schools,900388,Wingate Elementary,Southwest,PK-05
Union County Public Schools,900391,Marvin Ridge Middle,Southwest,06-08
Union County Public Schools,900392,Wolfe School,Southwest,0K-12
Union County Public Schools,900393,Marvin Ridge High,Southwest,09-12
Vance County Schools,910304,Aycock Elementary,North Central,PK-05
Vance County Schools,910308,Carver Elementary,North Central,PK-05
Vance County Schools,910311,Clarke Elementary,North Central,PK-05
Vance County Schools,910314,Dabney Elementary,North Central,PK-05
Vance County Schools,910316,Vance County Middle School,North Central,06-08
Vance County Schools,910340,New Hope Elementary,North Central,PK-05
Vance County Schools,910346,E O Young Jr Elementary,North Central,PK-05
Vance County Schools,910356,Pinkston Street Elementary,North Central,PK-05
Vance County Schools,910360,E M Rollins Elementary,North Central,PK-05
Vance County Schools,910368,AdVance Academy,North Central,06-12
Vance County Schools,910369,Vance Virtual Village Academy,North Central,0K-12
Vance County Schools,910370,Vance County High School,North Central,09-12
Vance County Schools,910376,L B Yancey Elementary,North Central,PK-05
Vance County Schools,910380,Zeb Vance Elementary,North Central,PK-05
Vance County Schools,910382,Vance Co Early College,North Central,09-13
Vance County Schools,910384,STEM Early High,North Central,06-08
Wake County Schools,920302,River Bend Elementary,North Central,PK-05
Wake County Schools,920303,Abbotts Creek Elementary,North Central,PK-05
Wake County Schools,920304,Adams Elementary,North Central,PK-05
Wake County Schools,920306,Herbert Akins Rd Elementary,North Central,PK-05
Wake County Schools,920307,Alston Ridge Elementary,North Central,PK-05
Wake County Schools,920308,Apex Elementary,North Central,PK-05
Wake County Schools,920309,Alston Ridge Middle,North Central,06-08
Wake County Schools,920312,Apex Middle,North Central,06-08
Wake County Schools,920314,Apex Friendship Elementary,North Central,PK-05
Wake County Schools,920315,Apex Friendship Middle,North Central,06-08
Wake County Schools,920316,Apex High,North Central,09-12
Wake County Schools,920317,Apex Friendship High,North Central,09-12
Wake County Schools,920318,Athens Drive High,North Central,09-12
Wake County Schools,920320,Aversboro Elementary,North Central,PK-05
Wake County Schools,920324,Longview,North Central,06-12
Wake County Schools,920325,Banks Road Elementary,North Central,PK-05
Wake County Schools,920326,Baileywick Road Elementary,North Central,PK-05
Wake County Schools,920327,Ballentine Elementary,North Central,PK-05
Wake County Schools,920328,Baucom Elementary,North Central,PK-05
Wake County Schools,920329,Barwell Road Elementary,North Central,PK-05
Wake County Schools,920330,Barton Pond Elementary,North Central,PK-05
Wake County Schools,920332,Beaverdam Elementary,North Central,PK-05
Wake County Schools,920334,Brassfield Elementary,North Central,0K-05
Wake County Schools,920336,Brentwood Elementary,North Central,PK-05
Wake County Schools,920340,Briarcliff Elementary,North Central,PK-05
Wake County Schools,920342,Brier Creek Elementary,North Central,PK-05
Wake County Schools,920344,Brooks Elementary,North Central,PK-05
Wake County Schools,920348,Needham Broughton High,North Central,09-12
Wake County Schools,920349,Bryan Road Elementary,North Central,PK-05
Wake County Schools,920351,Buckhorn Creek Elementary,North Central,PK-05
Wake County Schools,920352,Bugg Elementary,North Central,PK-05
Wake County Schools,920356,Carnage Middle,North Central,06-08
Wake County Schools,920358,Carpenter Elementary,North Central,PK-05
Wake County Schools,920360,Carroll Middle,North Central,06-08
Wake County Schools,920362,Carver Elementary,North Central,PK-05
Wake County Schools,920364,Cary Elementary,North Central,PK-05
Wake County Schools,920368,Cary High,North Central,09-12
Wake County Schools,920369,Cedar Fork Elementary,North Central,PK-05
Wake County Schools,920370,Centennial Campus Middle,North Central,06-08
Wake County Schools,920376,Combs Elementary,North Central,PK-05
Wake County Schools,920380,Conn Elementary,North Central,PK-05
Wake County Schools,920381,Connections Academy,North Central,06-08
Wake County Schools,920384,Creech Road Elementary,North Central,PK-05
Wake County Schools,920386,Crossroads FLEX,North Central,09-12
Wake County Schools,920388,Oberlin Middle,North Central,06-08
Wake County Schools,920390,Davis Drive Elementary,North Central,0K-05
Wake County Schools,920391,Davis Drive Middle,North Central,06-08
Wake County Schools,920393,Dillard Drive Elementary,North Central,PK-05
Wake County Schools,920394,Dillard Drive Middle,North Central,06-08
Wake County Schools,920396,Douglas Elementary,North Central,PK-05
Wake County Schools,920398,Durant Road Elementary,North Central,PK-05
Wake County Schools,920399,Durant Road Middle,North Central,06-08
Wake County Schools,920400,Reedy Creek Middle,North Central,06-08
Wake County Schools,920402,East Cary Middle,North Central,06-08
Wake County Schools,920403,East Garner Elementary,North Central,PK-05
Wake County Schools,920404,East Garner Middle,North Central,06-08
Wake County Schools,920408,East Millbrook Middle,North Central,06-08
Wake County Schools,920410,Neuse River Middle,North Central,06-08
Wake County Schools,920411,East Wake High,North Central,09-12
Wake County Schools,920412,Enloe High,North Central,09-12
Wake County Schools,920413,Forestville Road Elementary,North Central,PK-05
Wake County Schools,920414,Farmington Woods Elementary,North Central,PK-05
Wake County Schools,920415,Fox Road Elementary,North Central,0K-05
Wake County Schools,920416,Fuller Elementary,North Central,PK-05
Wake County Schools,920417,Forest Pines Drive Elementary,North Central,PK-05
Wake County Schools,920420,Fuquay-Varina Elementary,North Central,PK-05
Wake County Schools,920424,Fuquay-Varina Middle,North Central,06-08
Wake County Schools,920428,Fuquay-Varina High,North Central,09-12
Wake County Schools,920435,Herbert Akins Road Middle,North Central,06-08
Wake County Schools,920436,Garner High,North Central,09-12
Wake County Schools,920437,Green Level High,North Central,09-12
Wake County Schools,920438,River Oaks Middle,North Central,06-08
Wake County Schools,920439,Green Hope Elementary,North Central,PK-05
Wake County Schools,920440,Green Elementary,North Central,PK-05
Wake County Schools,920441,Green Hope High,North Central,09-12
Wake County Schools,920442,Hilburn Drive Academy,North Central,PK-08
Wake County Schools,920443,Highcroft Elementary,North Central,PK-05
Wake County Schools,920444,Heritage Middle,North Central,06-08
Wake County Schools,920445,Heritage High,North Central,09-12
Wake County Schools,920446,Hodge Road Elementary,North Central,PK-05
Wake County Schools,920447,Holly Springs Elementary,North Central,PK-05
Wake County Schools,920448,Hunter Elementary,North Central,PK-05
Wake County Schools,920449,Holly Ridge Elementary,North Central,PK-05
Wake County Schools,920450,Holly Ridge Middle,North Central,06-08
Wake County Schools,920451,Harris Creek Elementary,North Central,PK-05
Wake County Schools,920452,Jeffreys Grove Elementary,North Central,PK-05
Wake County Schools,920453,Jones Dairy Elementary,North Central,PK-05
Wake County Schools,920454,Heritage Elementary,North Central,PK-05
Wake County Schools,920455,Holly Springs High,North Central,09-12
Wake County Schools,920456,Joyner Elementary,North Central,PK-05
Wake County Schools,920457,Holly Grove Elementary,North Central,PK-05
Wake County Schools,920458,Holly Grove Middle,North Central,06-08
Wake County Schools,920459,Hortons Creek Elementary,North Central,PK-05
Wake County Schools,920460,Kingswood Elementary,North Central,PK-05
Wake County Schools,920464,Knightdale Elementary,North Central,PK-05
Wake County Schools,920466,Knightdale High,North Central,09-12
Wake County Schools,920467,Laurel Park Elementary,North Central,PK-05
Wake County Schools,920468,Lacy Elementary,North Central,PK-05
Wake County Schools,920469,Leesville Road Elementary,North Central,0K-05
Wake County Schools,920470,Lead Mine Elementary,North Central,0K-05
Wake County Schools,920471,Leesville Road Middle,North Central,06-08
Wake County Schools,920472,Ligon Middle,North Central,06-08
Wake County Schools,920473,Leesville Road High,North Central,09-12
Wake County Schools,920474,Lake Myra Elementary,North Central,PK-05
Wake County Schools,920476,Lincoln Heights Elementary,North Central,PK-05
Wake County Schools,920480,Lockhart Elementary,North Central,PK-05
Wake County Schools,920484,Lufkin Road Middle,North Central,06-08
Wake County Schools,920488,Lynn Road Elementary,North Central,PK-05
Wake County Schools,920492,Martin Middle,North Central,06-08
Wake County Schools,920494,Middle Creek Elementary,North Central,PK-05
Wake County Schools,920495,Middle Creek High,North Central,09-12
Wake County Schools,920496,Millbrook Elementary,North Central,PK-05
Wake County Schools,920500,Millbrook High,North Central,09-12
Wake County Schools,920501,Mills Park Elementary,North Central,PK-05
Wake County Schools,920502,Mills Park Middle,North Central,06-08
Wake County Schools,920504,Morrisville Elementary,North Central,0K-05
Wake County Schools,920506,Moore Square Middle,North Central,06-08
Wake County Schools,920508,Mount Vernon,North Central,0K-08
Wake County Schools,920512,North Garner Middle,North Central,06-08
Wake County Schools,920514,North Forest Pines Elementary,North Central,PK-05
Wake County Schools,920516,North Ridge Elementary,North Central,PK-05
Wake County Schools,920518,North Wake College and Career Academy,North Central,09-13
Wake County Schools,920520,Northwoods Elementary,North Central,PK-05
Wake County Schools,920521,Oakview Elementary,North Central,PK-05
Wake County Schools,920522,Oak Grove Elementary,North Central,PK-05
Wake County Schools,920523,Olive Chapel Elementary,North Central,PK-05
Wake County Schools,920524,Olds Elementary,North Central,PK-05
Wake County Schools,920525,Partnership Elementary,North Central,0K-05
Wake County Schools,920526,Panther Creek High,North Central,09-12
Wake County Schools,920527,Parkside Elementary,North Central,PK-05
Wake County Schools,920528,Phillips High,North Central,09-12
Wake County Schools,920529,Pine Hollow Middle,North Central,06-08
Wake County Schools,920530,Penny Road Elementary,North Central,0K-05
Wake County Schools,920531,Pleasant Union Elementary,North Central,PK-05
Wake County Schools,920532,Poe Elementary,North Central,PK-05
Wake County Schools,920533,Pleasant Grove Elementary,North Central,PK-05
Wake County Schools,920536,Powell Elementary,North Central,PK-05
Wake County Schools,920540,Rand Road Elementary,North Central,PK-05
Wake County Schools,920542,Reedy Creek Elementary,North Central,0K-05
Wake County Schools,920543,Richland Creek Elementary,North Central,PK-05
Wake County Schools,920544,Rolesville Elementary,North Central,PK-05
Wake County Schools,920545,Rolesville Middle,North Central,06-08
Wake County Schools,920546,Rolesville High,North Central,09-12
Wake County Schools,920547,Rogers Lane Elementary,North Central,PK-05
Wake County Schools,920548,Root Elementary,North Central,PK-05
Wake County Schools,920549,River Bend Middle,North Central,06-08
Wake County Schools,920550,Salem Elementary,North Central,PK-05
Wake County Schools,920551,Salem Middle,North Central,06-08
Wake County Schools,920552,Sanderson High,North Central,09-12
Wake County Schools,920554,Sanford Creek Elementary,North Central,PK-05
Wake County Schools,920556,SCORE Academy,North Central,09-12
Wake County Schools,920557,Scotts Ridge Elementary,North Central,PK-05
Wake County Schools,920559,South Lakes Elementary,North Central,PK-05
Wake County Schools,920560,Smith Elementary,North Central,PK-05
Wake County Schools,920561,South Garner High,North Central,09-12
Wake County Schools,920562,Southeast Raleigh High,North Central,09-12
Wake County Schools,920563,Southeast Raleigh Elementary,North Central,PK-05
Wake County Schools,920564,Stough Elementary,North Central,PK-05
Wake County Schools,920568,Swift Creek Elementary,North Central,0K-05
Wake County Schools,920569,Sycamore Creek Elementary,North Central,PK-05
Wake County Schools,920570,Timber Drive Elementary,North Central,PK-05
Wake County Schools,920571,Turner Creek Elementary,North Central,PK-05
Wake County Schools,920572,Underwood Elementary,North Central,0K-05
Wake County Schools,920576,Vance Elementary,North Central,PK-05
Wake County Schools,920580,Vandora Springs Elementary,North Central,PK-05
Wake County Schools,920581,Vernon Malone College and Career Academy,North Central,09-13
Wake County Schools,920582,Wake STEM Early College High School,North Central,09-13
Wake County Schools,920583,Wake Early College of Health and Science,North Central,09-13
Wake County Schools,920584,Wake Forest Elementary,North Central,PK-05
Wake County Schools,920585,Wake Young Men's Leadership Academy,North Central,06-13
Wake County Schools,920586,Wake Young Women's Leadership Academy,North Central,06-13
Wake County Schools,920587,Wake EC of Information & Biotechnologies,North Central,09-11
Wake County Schools,920588,Wake Forest High School,North Central,09-12
Wake County Schools,920592,Wake Forest Middle School,North Central,06-08
Wake County Schools,920593,Wakefield Elementary,North Central,PK-05
Wake County Schools,920594,Wakefield Middle,North Central,06-08
Wake County Schools,920595,Wakefield High,North Central,09-12
Wake County Schools,920596,Washington Elementary,North Central,0K-05
Wake County Schools,920597,Wakelon Elementary,North Central,PK-05
Wake County Schools,920598,Weatherstone Elementary,North Central,PK-05
Wake County Schools,920599,Walnut Creek Elementary,North Central,PK-05
Wake County Schools,920600,Wendell Elementary,North Central,0K-05
Wake County Schools,920601,Wendell Middle,North Central,06-08
Wake County Schools,920604,West Cary Middle,North Central,06-08
Wake County Schools,920606,West Lake Elementary,North Central,PK-05
Wake County Schools,920607,West Lake Middle,North Central,06-08
Wake County Schools,920608,West Millbrook Middle,North Central,06-08
Wake County Schools,920614,White Oak Elementary,North Central,PK-05
Wake County Schools,920616,Wilburn Elementary,North Central,PK-05
Wake County Schools,920618,Wildwood Forest Elementary,North Central,PK-05
Wake County Schools,920620,Wiley Elementary,North Central,PK-05
Wake County Schools,920624,Willow Springs Elementary,North Central,0K-05
Wake County Schools,920625,Willow Spring High,North Central,09-11
Wake County Schools,920626,Yates Mill Elementary,North Central,PK-05
Wake County Schools,920628,York Elementary,North Central,PK-05
Wake County Schools,920632,Zebulon Elementary,North Central,PK-05
Wake County Schools,920636,Zebulon Middle,North Central,06-08
Warren County Schools,930330,Mariam Boyd Elementary,North Central,PK-05
Warren County Schools,930340,Northside Elementary,North Central,PK-05
Warren County Schools,930348,Vaughan Elementary,North Central,PK-05
Warren County Schools,930352,Warren County High,North Central,09-12
Warren County Schools,930354,Warren County Middle,North Central,06-08
Warren County Schools,930360,Warren Early College High,North Central,09-13
Warren County Schools,930700,Warren New Tech High,North Central,09-12
Washington County Schools,940306,Creswell Elementary,Northeast,PK-05
Washington County Schools,940314,Pines Elementary,Northeast,PK-05
Washington County Schools,940316,Washington County High,Northeast,09-12
Washington County Schools,940328,Washington County Middle,Northeast,06-08
Washington County Schools,940330,Washington Early College High,Northeast,09-13
Watauga County Schools,950308,Bethel Elementary,Northwest,PK-08
Watauga County Schools,950312,Blowing Rock Elementary,Northwest,PK-08
Watauga County Schools,950316,Cove Creek Elementary,Northwest,PK-08
Watauga County Schools,950320,Green Valley Elementary,Northwest,PK-08
Watauga County Schools,950322,Hardin Park Elementary,Northwest,PK-08
Watauga County Schools,950324,Mabel Elementary,Northwest,PK-08
Watauga County Schools,950328,Parkway Elementary,Northwest,PK-08
Watauga County Schools,950332,Valle Crucis Elementary,Northwest,PK-08
Watauga County Schools,950334,Watauga Virtual Academy,Northwest,0K-08
Watauga County Schools,950336,Watauga High,Northwest,09-12
Watauga County Schools,950338,Watauga Innovation Academy,Northwest,09-12
Wayne County Public Schools,960312,Brogden Middle,Southeast,05-08
Wayne County Public Schools,960314,Brogden Primary,Southeast,PK-04
Wayne County Public Schools,960316,Carver Elementary,Southeast,PK-04
Wayne County Public Schools,960318,Carver Heights Elementary,Southeast,03-05
Wayne County Public Schools,960324,Charles B Aycock High,Southeast,09-12
Wayne County Public Schools,960326,Dillard Middle,Southeast,06-08
Wayne County Public Schools,960329,Eastern Wayne Elementary,Southeast,PK-05
Wayne County Public Schools,960330,Eastern Wayne High,Southeast,09-12
Wayne County Public Schools,960331,Eastern Wayne Middle,Southeast,06-08
Wayne County Public Schools,960332,Edgewood Cmty Developmental,Southeast,05-12
Wayne County Public Schools,960334,Fremont STARS Elementary,Southeast,PK-05
Wayne County Public Schools,960335,Goldsboro High,Southeast,09-12
Wayne County Public Schools,960336,Grantham Elementary,Southeast,0K-04
Wayne County Public Schools,960338,Grantham Middle,Southeast,05-08
Wayne County Public Schools,960340,Greenwood Middle,Southeast,05-08
Wayne County Public Schools,960344,Meadow Lane Elementary,Southeast,PK-05
Wayne County Public Schools,960348,Mount Olive Middle,Southeast,05-08
Wayne County Public Schools,960360,Norwayne Middle,Southeast,06-08
Wayne County Public Schools,960370,Rosewood Elementary,Southeast,PK-05
Wayne County Public Schools,960372,Rosewood High,Southeast,09-12
Wayne County Public Schools,960374,Rosewood Middle,Southeast,06-08
Wayne County Public Schools,960380,Southern Wayne High,Southeast,09-12
Wayne County Public Schools,960382,Spring Creek Elementary,Southeast,PK-04
Wayne County Public Schools,960386,Spring Creek High,Southeast,09-12
Wayne County Public Schools,960387,Spring Creek Middle,Southeast,05-08
Wayne County Public Schools,960388,Tommy's Road Elementary,Southeast,PK-05
Wayne County Public Schools,960390,North Drive Elementary,Southeast,PK-02
Wayne County Public Schools,960450,Northeast Elementary,Southeast,PK-05
Wayne County Public Schools,960454,Northwest Elementary,Southeast,0K-05
Wayne County Public Schools,960488,Wayne Middle / High Academy,Southeast,0K-12
Wayne County Public Schools,960490,Wayne Early / Middle College High,Southeast,09-13
Wayne County Public Schools,960492,Wayne School of Technical Arts,Southeast,06-10
Wayne County Public Schools,960700,Wayne School of Engineering,Southeast,06-13
Wilkes County Schools,970308,Boomer-Ferguson Elementary School,Northwest,PK-05
Wilkes County Schools,970310,C B Eller Elementary School,Northwest,PK-05
Wilkes County Schools,970312,C C Wright Elementary School,Northwest,PK-05
Wilkes County Schools,970315,Central Wilkes Middle School,Northwest,06-08
Wilkes County Schools,970320,East Wilkes High School,Northwest,09-12
Wilkes County Schools,970322,East Wilkes Middle School,Northwest,06-08
Wilkes County Schools,970337,Millers Creek Elementary School,Northwest,PK-05
Wilkes County Schools,970340,Moravian Falls Elementary School,Northwest,PK-05
Wilkes County Schools,970344,Mount Pleasant Elementary School,Northwest,PK-05
Wilkes County Schools,970348,Mountain View Elementary School,Northwest,PK-05
Wilkes County Schools,970352,Mulberry Elementary School,Northwest,PK-05
Wilkes County Schools,970356,North Wilkes High School,Northwest,09-12
Wilkes County Schools,970358,North Wilkes Middle School,Northwest,06-08
Wilkes County Schools,970360,North Wilkesboro Elementary School,Northwest,PK-05
Wilkes County Schools,970368,Roaring River Elementary School,Northwest,PK-05
Wilkes County Schools,970370,Ronda-Clingman Elementary School,Northwest,PK-05
Wilkes County Schools,970376,Traphill Elementary School,Northwest,PK-05
Wilkes County Schools,970388,West Wilkes High School,Northwest,09-12
Wilkes County Schools,970389,West Wilkes Middle School,Northwest,06-08
Wilkes County Schools,970390,Wilkes Central High School,Northwest,09-12
Wilkes County Schools,970392,Wilkesboro Elementary School,Northwest,PK-05
Wilkes County Schools,970393,Wilkes Early College High School,Northwest,09-13
Wilson County Schools,980306,Milton M Daniels Learning Center,North Central,03-12
Wilson County Schools,980308,B O Barnes Elementary,North Central,0K-05
Wilson County Schools,980317,Charles H Darden Middle,North Central,06-08
Wilson County Schools,980318,Beddingfield High,North Central,09-12
Wilson County Schools,980320,Frederick Douglass Elementary,North Central,0K-05
Wilson County Schools,980324,Elm City Middle,North Central,06-08
Wilson County Schools,980336,Fike High,North Central,09-12
Wilson County Schools,980338,Forest Hills Middle,North Central,06-08
Wilson County Schools,980340,Gardners Elementary,North Central,0K-05
Wilson County Schools,980342,James Hunt High,North Central,09-12
Wilson County Schools,980344,John W Jones Elementary,North Central,PK-05
Wilson County Schools,980348,Lee Woodard Elementary,North Central,0K-05
Wilson County Schools,980352,Lucama Elementary,North Central,0K-05
Wilson County Schools,980356,Margaret Hearne Elementary,North Central,PK-05
Wilson County Schools,980357,Vick Elementary,North Central,0K-05
Wilson County Schools,980360,New Hope Elementary,North Central,0K-05
Wilson County Schools,980364,Rock Ridge Elementary,North Central,0K-05
Wilson County Schools,980380,Speight Middle,North Central,06-08
Wilson County Schools,980384,Springfield Middle,North Central,06-08
