,year,agency_code,county,career_cluster,num_concentrators
0,2017,10303,Alamance,AGNR,1
1,2017,10303,Alamance,ARCH,1
2,2017,10303,Alamance,BMA,1
3,2017,10303,Alamance,INFO,1
4,2017,10303,Alamance,LAW,1
5,2017,10303,Alamance,TRAN,1
6,2017,10324,Alamance,AAVC,22
7,2017,10324,Alamance,AGNR,26
8,2017,10324,Alamance,ARCH,32
9,2017,10324,Alamance,BMA,2
10,2017,10324,Alamance,FINA,4
11,2017,10324,Alamance,HLTH,5
12,2017,10324,Alamance,HOSP,87
13,2017,10324,Alamance,HUMA,1
14,2017,10324,Alamance,INFO,74
15,2017,10324,Alamance,MANU,4
16,2017,10324,Alamance,STEM,11
17,2017,10324,Alamance,TRAN,10
18,2017,10348,Alamance,AAVC,8
19,2017,10348,Alamance,AGNR,10
20,2017,10348,Alamance,ARCH,82
21,2017,10348,Alamance,BMA,3
22,2017,10348,Alamance,FINA,2
23,2017,10348,Alamance,HLTH,8
24,2017,10348,Alamance,HOSP,12
25,2017,10348,Alamance,INFO,5
26,2017,10348,Alamance,LAW,1
27,2017,10348,Alamance,MANU,3
28,2017,10348,Alamance,TRAN,83
29,2017,10360,Alamance,AAVC,6
30,2017,10360,Alamance,AGNR,28
31,2017,10360,Alamance,ARCH,7
32,2017,10360,Alamance,BMA,23
33,2017,10360,Alamance,FINA,14
34,2017,10360,Alamance,HLTH,19
35,2017,10360,Alamance,HOSP,50
36,2017,10360,Alamance,INFO,5
37,2017,10360,Alamance,MANU,9
38,2017,10360,Alamance,MRKT,6
39,2017,10360,Alamance,STEM,10
40,2017,10360,Alamance,TRAN,5
41,2017,10388,Alamance,AAVC,21
42,2017,10388,Alamance,AGNR,136
43,2017,10388,Alamance,ARCH,47
44,2017,10388,Alamance,BMA,2
45,2017,10388,Alamance,FINA,1
46,2017,10388,Alamance,HLTH,27
47,2017,10388,Alamance,HOSP,22
48,2017,10388,Alamance,HUMA,2
49,2017,10388,Alamance,INFO,23
50,2017,10388,Alamance,LAW,15
51,2017,10388,Alamance,STEM,4
52,2017,10388,Alamance,TRAN,6
53,2017,10396,Alamance,AAVC,213
54,2017,10396,Alamance,AGNR,174
55,2017,10396,Alamance,ARCH,39
56,2017,10396,Alamance,BMA,26
57,2017,10396,Alamance,FINA,88
58,2017,10396,Alamance,HLTH,35
59,2017,10396,Alamance,HOSP,474
60,2017,10396,Alamance,HUMA,6
61,2017,10396,Alamance,INFO,25
62,2017,10396,Alamance,MANU,1
63,2017,10396,Alamance,MRKT,12
64,2017,10396,Alamance,STEM,164
65,2017,10396,Alamance,TRAN,3
66,2017,10400,Alamance,AAVC,10
67,2017,10400,Alamance,AGNR,96
68,2017,10400,Alamance,ARCH,25
69,2017,10400,Alamance,BMA,6
70,2017,10400,Alamance,HLTH,36
71,2017,10400,Alamance,HOSP,39
72,2017,10400,Alamance,HUMA,6
73,2017,10400,Alamance,INFO,33
74,2017,10400,Alamance,MANU,3
75,2017,10400,Alamance,STEM,5
76,2017,10400,Alamance,TRAN,13
77,2017,20302,Alexander,AAVC,28
78,2017,20302,Alexander,AGNR,188
79,2017,20302,Alexander,ARCH,85
80,2017,20302,Alexander,BMA,26
81,2017,20302,Alexander,HLTH,54
82,2017,20302,Alexander,HOSP,68
83,2017,20302,Alexander,HUMA,8
84,2017,20302,Alexander,INFO,36
85,2017,20302,Alexander,MANU,26
86,2017,20302,Alexander,MRKT,25
87,2017,20302,Alexander,STEM,7
88,2017,20302,Alexander,TRAN,1
89,2017,30304,Alleghany,AAVC,31
90,2017,30304,Alleghany,AGNR,48
91,2017,30304,Alleghany,ARCH,31
92,2017,30304,Alleghany,HLTH,14
93,2017,30304,Alleghany,HOSP,8
94,2017,30304,Alleghany,INFO,12
95,2017,30304,Alleghany,LAW,1
96,2017,30304,Alleghany,MANU,13
97,2017,30304,Alleghany,STEM,33
98,2017,30304,Alleghany,TRAN,23
99,2017,40305,Anson,AGNR,1
100,2017,40305,Anson,LAW,528
101,2017,40306,Anson,AAVC,2
102,2017,40306,Anson,AGNR,220
103,2017,40306,Anson,ARCH,32
104,2017,40306,Anson,HOSP,18
105,2017,40306,Anson,LAW,3
106,2017,40306,Anson,TRAN,12
107,2017,40700,,AGNR,3
108,2017,40700,,ARCH,5
109,2017,40700,,BMA,8
110,2017,40700,,HOSP,3
111,2017,40700,,LAW,3
112,2017,40700,,MANU,5
113,2017,40700,,MRKT,5
114,2017,40700,,STEM,5
115,2017,50302,Ashe,AGNR,28
116,2017,50302,Ashe,ARCH,27
117,2017,50302,Ashe,BMA,4
118,2017,50302,Ashe,HLTH,22
119,2017,50302,Ashe,HOSP,5
120,2017,50302,Ashe,HUMA,8
121,2017,50302,Ashe,INFO,4
122,2017,50302,Ashe,LAW,15
123,2017,50302,Ashe,MANU,18
124,2017,50302,Ashe,STEM,4
125,2017,50302,Ashe,TRAN,25
126,2017,60302,Avery,AGNR,35
127,2017,60302,Avery,BMA,13
128,2017,60302,Avery,FINA,7
129,2017,60302,Avery,HLTH,9
130,2017,60302,Avery,HOSP,12
131,2017,60302,Avery,HUMA,4
132,2017,60302,Avery,LAW,11
133,2017,60302,Avery,MANU,32
134,2017,60302,Avery,STEM,4
135,2017,60700,,AGNR,5
136,2017,60700,,BMA,1
137,2017,60700,,HLTH,1
138,2017,60700,,LAW,1
139,2017,60700,,MANU,4
140,2017,60700,,STEM,3
141,2017,70310,Beaufort ,AGNR,1
142,2017,70311,Beaufort ,AGNR,1
143,2017,70311,Beaufort ,INFO,1
144,2017,70330,Beaufort ,AGNR,143
145,2017,70330,Beaufort ,ARCH,72
146,2017,70330,Beaufort ,FINA,119
147,2017,70330,Beaufort ,HLTH,13
148,2017,70330,Beaufort ,HOSP,19
149,2017,70330,Beaufort ,INFO,11
150,2017,70330,Beaufort ,MANU,1
151,2017,70330,Beaufort ,STEM,10
152,2017,70330,Beaufort ,TRAN,67
153,2017,70339,Beaufort ,AGNR,24
154,2017,70339,Beaufort ,ARCH,17
155,2017,70339,Beaufort ,FINA,3
156,2017,70339,Beaufort ,HLTH,12
157,2017,70339,Beaufort ,HOSP,3
158,2017,70339,Beaufort ,LAW,7
159,2017,70339,Beaufort ,MANU,19
160,2017,70342,Beaufort ,AGNR,84
161,2017,70342,Beaufort ,ARCH,16
162,2017,70342,Beaufort ,BMA,14
163,2017,70342,Beaufort ,HLTH,12
164,2017,70342,Beaufort ,HOSP,16
165,2017,70342,Beaufort ,HUMA,1
166,2017,70342,Beaufort ,INFO,11
167,2017,70342,Beaufort ,LAW,3
168,2017,70342,Beaufort ,MANU,5
169,2017,70342,Beaufort ,MRKT,5
170,2017,80311,Bertie,AGNR,13
171,2017,80312,Bertie,AAVC,9
172,2017,80312,Bertie,AGNR,17
173,2017,80312,Bertie,ARCH,10
174,2017,80312,Bertie,BMA,11
175,2017,80312,Bertie,HLTH,3
176,2017,80312,Bertie,HOSP,7
177,2017,80312,Bertie,HUMA,1
178,2017,80312,Bertie,LAW,14
179,2017,80312,Bertie,MANU,15
180,2017,80312,Bertie,MRKT,2
181,2017,80312,Bertie,TRAN,1
182,2017,80700,,AGNR,1
183,2017,80700,,BMA,1
184,2017,80700,,HLTH,1
185,2017,80700,,HOSP,1
186,2017,80700,,LAW,6
187,2017,80700,,MANU,1
188,2017,90330,Bladen,AAVC,12
189,2017,90330,Bladen,AGNR,57
190,2017,90330,Bladen,ARCH,42
191,2017,90330,Bladen,BMA,24
192,2017,90330,Bladen,HLTH,34
193,2017,90330,Bladen,HOSP,18
194,2017,90330,Bladen,HUMA,3
195,2017,90330,Bladen,INFO,36
196,2017,90330,Bladen,LAW,10
197,2017,90330,Bladen,MANU,20
198,2017,90330,Bladen,MRKT,12
199,2017,90330,Bladen,TRAN,11
200,2017,90368,Bladen,AAVC,12
201,2017,90368,Bladen,AGNR,481
202,2017,90368,Bladen,ARCH,2
203,2017,90368,Bladen,BMA,16
204,2017,90368,Bladen,HLTH,71
205,2017,90368,Bladen,HOSP,44
206,2017,90368,Bladen,HUMA,1
207,2017,90368,Bladen,INFO,13
208,2017,90368,Bladen,LAW,130
209,2017,90368,Bladen,MANU,162
210,2017,100307,Brunswick,INFO,1
211,2017,100308,Brunswick,ARCH,4
212,2017,100308,Brunswick,HOSP,5
213,2017,100326,Brunswick,AAVC,2
214,2017,100326,Brunswick,AGNR,42
215,2017,100326,Brunswick,ARCH,24
216,2017,100326,Brunswick,FINA,1
217,2017,100326,Brunswick,HLTH,6
218,2017,100326,Brunswick,HOSP,12
219,2017,100326,Brunswick,HUMA,1
220,2017,100326,Brunswick,INFO,9
221,2017,100326,Brunswick,MANU,2
222,2017,100326,Brunswick,STEM,3
223,2017,100334,Brunswick,AGNR,53
224,2017,100334,Brunswick,ARCH,66
225,2017,100334,Brunswick,BMA,69
226,2017,100334,Brunswick,FINA,2
227,2017,100334,Brunswick,HLTH,16
228,2017,100334,Brunswick,HOSP,51
229,2017,100334,Brunswick,HUMA,4
230,2017,100334,Brunswick,INFO,6
231,2017,100334,Brunswick,MANU,8
232,2017,100334,Brunswick,MRKT,77
233,2017,100334,Brunswick,STEM,1
234,2017,100334,Brunswick,TRAN,43
235,2017,100348,Brunswick,AGNR,46
236,2017,100348,Brunswick,ARCH,22
237,2017,100348,Brunswick,BMA,51
238,2017,100348,Brunswick,FINA,1
239,2017,100348,Brunswick,HLTH,57
240,2017,100348,Brunswick,HOSP,36
241,2017,100348,Brunswick,HUMA,1
242,2017,100348,Brunswick,INFO,46
243,2017,100348,Brunswick,MANU,5
244,2017,100348,Brunswick,MRKT,25
245,2017,100348,Brunswick,TRAN,27
246,2017,110303,Buncombe,AGNR,3
247,2017,110303,Buncombe,BMA,1
248,2017,110304,Buncombe,AAVC,44
249,2017,110304,Buncombe,AGNR,56
250,2017,110304,Buncombe,ARCH,36
251,2017,110304,Buncombe,BMA,39
252,2017,110304,Buncombe,HLTH,48
253,2017,110304,Buncombe,HOSP,36
254,2017,110304,Buncombe,HUMA,21
255,2017,110304,Buncombe,INFO,9
256,2017,110304,Buncombe,LAW,112
257,2017,110304,Buncombe,MRKT,19
258,2017,110304,Buncombe,STEM,48
259,2017,110304,Buncombe,TRAN,22
260,2017,110323,Buncombe,AGNR,1
261,2017,110323,Buncombe,INFO,1
262,2017,110323,Buncombe,LAW,1
263,2017,110336,Buncombe,AAVC,3
264,2017,110336,Buncombe,AGNR,47
265,2017,110336,Buncombe,ARCH,27
266,2017,110336,Buncombe,BMA,10
267,2017,110336,Buncombe,HLTH,24
268,2017,110336,Buncombe,HOSP,33
269,2017,110336,Buncombe,INFO,39
270,2017,110336,Buncombe,LAW,7
271,2017,110336,Buncombe,STEM,9
272,2017,110340,Buncombe,AAVC,2
273,2017,110340,Buncombe,AGNR,445
274,2017,110340,Buncombe,ARCH,295
275,2017,110340,Buncombe,BMA,83
276,2017,110340,Buncombe,HLTH,127
277,2017,110340,Buncombe,HOSP,272
278,2017,110340,Buncombe,HUMA,15
279,2017,110340,Buncombe,LAW,50
280,2017,110340,Buncombe,MRKT,30
281,2017,110340,Buncombe,TRAN,5
282,2017,110352,Buncombe,AAVC,36
283,2017,110352,Buncombe,AGNR,56
284,2017,110352,Buncombe,ARCH,30
285,2017,110352,Buncombe,BMA,5
286,2017,110352,Buncombe,FINA,15
287,2017,110352,Buncombe,HLTH,48
288,2017,110352,Buncombe,HOSP,16
289,2017,110352,Buncombe,INFO,26
290,2017,110352,Buncombe,LAW,25
291,2017,110352,Buncombe,MANU,3
292,2017,110352,Buncombe,MRKT,3
293,2017,110352,Buncombe,TRAN,8
294,2017,110380,Buncombe,AGNR,69
295,2017,110380,Buncombe,ARCH,98
296,2017,110380,Buncombe,BMA,27
297,2017,110380,Buncombe,HLTH,45
298,2017,110380,Buncombe,HUMA,1
299,2017,110380,Buncombe,INFO,30
300,2017,110380,Buncombe,LAW,23
301,2017,110380,Buncombe,MANU,23
302,2017,110380,Buncombe,MRKT,18
303,2017,110416,Buncombe,AAVC,14
304,2017,110416,Buncombe,AGNR,39
305,2017,110416,Buncombe,ARCH,10
306,2017,110416,Buncombe,BMA,8
307,2017,110416,Buncombe,HLTH,42
308,2017,110416,Buncombe,HOSP,30
309,2017,110416,Buncombe,HUMA,7
310,2017,110416,Buncombe,INFO,15
311,2017,110416,Buncombe,LAW,207
312,2017,110416,Buncombe,MANU,10
313,2017,110416,Buncombe,MRKT,11
314,2017,110416,Buncombe,TRAN,9
315,2017,111302,Asheville,AAVC,3
316,2017,111302,Asheville,AGNR,1
317,2017,111302,Asheville,BMA,2
318,2017,111302,Asheville,FINA,3
319,2017,111302,Asheville,HLTH,8
320,2017,111302,Asheville,HOSP,12
321,2017,111302,Asheville,HUMA,8
322,2017,111302,Asheville,LAW,12
323,2017,111302,Asheville,MANU,9
324,2017,111700,Asheville,HLTH,64
325,2017,111700,Asheville,HOSP,2
326,2017,111700,Asheville,HUMA,1
327,2017,111700,Asheville,LAW,3
328,2017,111700,Asheville,MANU,8
329,2017,120308,Burke,STEM,1
330,2017,120310,Burke,BMA,3
331,2017,120310,Burke,FINA,2
332,2017,120310,Burke,LAW,1
333,2017,120314,Burke,AAVC,9
334,2017,120314,Burke,AGNR,27
335,2017,120314,Burke,ARCH,25
336,2017,120314,Burke,BMA,5
337,2017,120314,Burke,HLTH,15
338,2017,120314,Burke,HOSP,15
339,2017,120314,Burke,HUMA,9
340,2017,120314,Burke,INFO,6
341,2017,120314,Burke,MANU,3
342,2017,120318,Burke,AAVC,3
343,2017,120318,Burke,AGNR,15
344,2017,120318,Burke,ARCH,18
345,2017,120318,Burke,BMA,3
346,2017,120318,Burke,HLTH,22
347,2017,120318,Burke,HOSP,10
348,2017,120318,Burke,INFO,6
349,2017,120318,Burke,LAW,2
350,2017,120318,Burke,MANU,8
351,2017,120318,Burke,TRAN,6
352,2017,120346,Burke,AAVC,8
353,2017,120346,Burke,AGNR,17
354,2017,120346,Burke,ARCH,9
355,2017,120346,Burke,BMA,2
356,2017,120346,Burke,HLTH,13
357,2017,120346,Burke,HOSP,14
358,2017,120346,Burke,HUMA,2
359,2017,120346,Burke,INFO,15
360,2017,120346,Burke,LAW,3
361,2017,120346,Burke,MANU,2
362,2017,120370,Burke,AAVC,4
363,2017,120370,Burke,AGNR,13
364,2017,120370,Burke,ARCH,14
365,2017,120370,Burke,HLTH,12
366,2017,120370,Burke,HOSP,19
367,2017,120370,Burke,INFO,6
368,2017,120370,Burke,LAW,9
369,2017,120370,Burke,MANU,1
370,2017,120370,Burke,TRAN,11
371,2017,130307,Cabarrus,AGNR,63
372,2017,130307,Cabarrus,ARCH,96
373,2017,130307,Cabarrus,BMA,58
374,2017,130307,Cabarrus,HLTH,22
375,2017,130307,Cabarrus,HOSP,63
376,2017,130307,Cabarrus,HUMA,2
377,2017,130307,Cabarrus,INFO,46
378,2017,130307,Cabarrus,MANU,4
379,2017,130307,Cabarrus,MRKT,37
380,2017,130307,Cabarrus,STEM,18
381,2017,130307,Cabarrus,TRAN,21
382,2017,130310,Cabarrus,AAVC,11
383,2017,130310,Cabarrus,AGNR,181
384,2017,130310,Cabarrus,ARCH,61
385,2017,130310,Cabarrus,BMA,28
386,2017,130310,Cabarrus,FINA,5
387,2017,130310,Cabarrus,HLTH,37
388,2017,130310,Cabarrus,HOSP,30
389,2017,130310,Cabarrus,HUMA,2
390,2017,130310,Cabarrus,INFO,15
391,2017,130310,Cabarrus,MANU,2
392,2017,130310,Cabarrus,MRKT,9
393,2017,130310,Cabarrus,STEM,54
394,2017,130314,Cabarrus,AGNR,37
395,2017,130314,Cabarrus,ARCH,19
396,2017,130314,Cabarrus,BMA,21
397,2017,130314,Cabarrus,HLTH,46
398,2017,130314,Cabarrus,HOSP,62
399,2017,130314,Cabarrus,HUMA,1
400,2017,130314,Cabarrus,INFO,9
401,2017,130314,Cabarrus,LAW,34
402,2017,130314,Cabarrus,MRKT,13
403,2017,130316,Cabarrus,AAVC,20
404,2017,130316,Cabarrus,AGNR,51
405,2017,130316,Cabarrus,ARCH,28
406,2017,130316,Cabarrus,BMA,10
407,2017,130316,Cabarrus,HLTH,29
408,2017,130316,Cabarrus,HOSP,33
409,2017,130316,Cabarrus,HUMA,7
410,2017,130316,Cabarrus,INFO,15
411,2017,130316,Cabarrus,LAW,1
412,2017,130316,Cabarrus,MANU,8
413,2017,130316,Cabarrus,MRKT,3
414,2017,130316,Cabarrus,STEM,11
415,2017,130316,Cabarrus,TRAN,15
416,2017,130317,Cabarrus,AGNR,3
417,2017,130317,Cabarrus,HLTH,1
418,2017,130317,Cabarrus,HOSP,3
419,2017,130324,Cabarrus,AAVC,17
420,2017,130324,Cabarrus,AGNR,44
421,2017,130324,Cabarrus,ARCH,7
422,2017,130324,Cabarrus,HLTH,23
423,2017,130324,Cabarrus,HOSP,12
424,2017,130324,Cabarrus,HUMA,4
425,2017,130324,Cabarrus,INFO,17
426,2017,130324,Cabarrus,LAW,4
427,2017,130324,Cabarrus,TRAN,8
428,2017,130326,Cabarrus,AAVC,36
429,2017,130326,Cabarrus,AGNR,116
430,2017,130326,Cabarrus,ARCH,22
431,2017,130326,Cabarrus,BMA,22
432,2017,130326,Cabarrus,HLTH,50
433,2017,130326,Cabarrus,HOSP,56
434,2017,130326,Cabarrus,HUMA,9
435,2017,130326,Cabarrus,INFO,12
436,2017,130326,Cabarrus,LAW,3
437,2017,130326,Cabarrus,MANU,14
438,2017,130326,Cabarrus,MRKT,12
439,2017,130326,Cabarrus,STEM,18
440,2017,130326,Cabarrus,TRAN,32
441,2017,130332,Cabarrus,AAVC,14
442,2017,130332,Cabarrus,AGNR,37
443,2017,130332,Cabarrus,ARCH,20
444,2017,130332,Cabarrus,BMA,25
445,2017,130332,Cabarrus,FINA,2
446,2017,130332,Cabarrus,HLTH,64
447,2017,130332,Cabarrus,HOSP,37
448,2017,130332,Cabarrus,HUMA,5
449,2017,130332,Cabarrus,INFO,29
450,2017,130332,Cabarrus,LAW,1
451,2017,130332,Cabarrus,MANU,10
452,2017,130332,Cabarrus,MRKT,8
453,2017,130332,Cabarrus,STEM,34
454,2017,130332,Cabarrus,TRAN,20
455,2017,130333,Cabarrus,AAVC,1
456,2017,130333,Cabarrus,AGNR,3
457,2017,130333,Cabarrus,ARCH,1
458,2017,130333,Cabarrus,BMA,21
459,2017,130333,Cabarrus,HLTH,1
460,2017,130333,Cabarrus,INFO,2
461,2017,130333,Cabarrus,MRKT,4
462,2017,132304,Kannapolis,AAVC,32
463,2017,132304,Kannapolis,AGNR,32
464,2017,132304,Kannapolis,ARCH,36
465,2017,132304,Kannapolis,BMA,30
466,2017,132304,Kannapolis,HLTH,55
467,2017,132304,Kannapolis,HOSP,30
468,2017,132304,Kannapolis,HUMA,16
469,2017,132304,Kannapolis,INFO,16
470,2017,132304,Kannapolis,MANU,17
471,2017,132304,Kannapolis,MRKT,17
472,2017,132304,Kannapolis,STEM,70
473,2017,132304,Kannapolis,TRAN,3
474,2017,140305,Caldwell,AAVC,30
475,2017,140305,Caldwell,ARCH,3
476,2017,140305,Caldwell,BMA,35
477,2017,140305,Caldwell,HLTH,26
478,2017,140305,Caldwell,INFO,6
479,2017,140305,Caldwell,MANU,5
480,2017,140305,Caldwell,STEM,18
481,2017,140348,Caldwell,AGNR,27
482,2017,140348,Caldwell,ARCH,26
483,2017,140348,Caldwell,BMA,36
484,2017,140348,Caldwell,HLTH,9
485,2017,140348,Caldwell,HOSP,6
486,2017,140348,Caldwell,HUMA,10
487,2017,140348,Caldwell,INFO,20
488,2017,140348,Caldwell,LAW,3
489,2017,140348,Caldwell,TRAN,3
490,2017,140386,Caldwell,AAVC,4
491,2017,140386,Caldwell,AGNR,46
492,2017,140386,Caldwell,ARCH,84
493,2017,140386,Caldwell,BMA,19
494,2017,140386,Caldwell,HLTH,50
495,2017,140386,Caldwell,HOSP,50
496,2017,140386,Caldwell,HUMA,7
497,2017,140386,Caldwell,INFO,8
498,2017,140386,Caldwell,LAW,4
499,2017,140386,Caldwell,MANU,4
500,2017,140386,Caldwell,MRKT,6
501,2017,140386,Caldwell,STEM,32
502,2017,140386,Caldwell,TRAN,26
503,2017,140390,Caldwell,AAVC,4
504,2017,140390,Caldwell,AGNR,28
505,2017,140390,Caldwell,ARCH,17
506,2017,140390,Caldwell,BMA,1
507,2017,140390,Caldwell,HLTH,143
508,2017,140390,Caldwell,HOSP,21
509,2017,140390,Caldwell,HUMA,1
510,2017,140390,Caldwell,INFO,1
511,2017,140390,Caldwell,MANU,3
512,2017,140390,Caldwell,STEM,2
513,2017,140390,Caldwell,TRAN,6
514,2017,150304,Camden,AGNR,17
515,2017,150304,Camden,ARCH,9
516,2017,150304,Camden,HLTH,27
517,2017,150304,Camden,HOSP,9
518,2017,150304,Camden,STEM,6
519,2017,160313,Carteret,AAVC,9
520,2017,160313,Carteret,AGNR,60
521,2017,160313,Carteret,ARCH,14
522,2017,160313,Carteret,BMA,6
523,2017,160313,Carteret,HLTH,3
524,2017,160313,Carteret,HOSP,18
525,2017,160313,Carteret,HUMA,2
526,2017,160314,Carteret,AGNR,48
527,2017,160314,Carteret,ARCH,10
528,2017,160314,Carteret,BMA,6
529,2017,160314,Carteret,HLTH,4
530,2017,160314,Carteret,HOSP,45
531,2017,160314,Carteret,INFO,6
532,2017,160314,Carteret,STEM,7
533,2017,160344,Carteret,AAVC,1
534,2017,160344,Carteret,AGNR,32
535,2017,160344,Carteret,ARCH,16
536,2017,160344,Carteret,BMA,10
537,2017,160344,Carteret,HLTH,2
538,2017,160344,Carteret,HOSP,37
539,2017,160344,Carteret,INFO,6
540,2017,160344,Carteret,MRKT,5
541,2017,160344,Carteret,STEM,7
542,2017,170316,Caswell,AGNR,97
543,2017,170316,Caswell,ARCH,11
544,2017,170316,Caswell,BMA,48
545,2017,170316,Caswell,HLTH,12
546,2017,170316,Caswell,HOSP,87
547,2017,170316,Caswell,HUMA,10
548,2017,170316,Caswell,INFO,8
549,2017,170316,Caswell,LAW,14
550,2017,170316,Caswell,MANU,22
551,2017,170316,Caswell,MRKT,24
552,2017,170316,Caswell,TRAN,45
553,2017,180308,Catawba,AAVC,19
554,2017,180308,Catawba,AGNR,82
555,2017,180308,Catawba,ARCH,7
556,2017,180308,Catawba,BMA,8
557,2017,180308,Catawba,HLTH,18
558,2017,180308,Catawba,HOSP,42
559,2017,180308,Catawba,HUMA,8
560,2017,180308,Catawba,INFO,8
561,2017,180308,Catawba,MANU,38
562,2017,180308,Catawba,MRKT,7
563,2017,180320,Catawba,AAVC,27
564,2017,180320,Catawba,AGNR,22
565,2017,180320,Catawba,ARCH,5
566,2017,180320,Catawba,BMA,18
567,2017,180320,Catawba,HLTH,31
568,2017,180320,Catawba,HOSP,3
569,2017,180320,Catawba,HUMA,1
570,2017,180320,Catawba,INFO,23
571,2017,180320,Catawba,MANU,45
572,2017,180323,Catawba,AGNR,3
573,2017,180323,Catawba,HOSP,3
574,2017,180323,Catawba,INFO,4
575,2017,180325,Catawba,LAW,1
576,2017,180340,Catawba,AGNR,27
577,2017,180340,Catawba,ARCH,16
578,2017,180340,Catawba,BMA,4
579,2017,180340,Catawba,HLTH,27
580,2017,180340,Catawba,HOSP,23
581,2017,180340,Catawba,HUMA,1
582,2017,180340,Catawba,INFO,28
583,2017,180340,Catawba,MANU,7
584,2017,180340,Catawba,STEM,1
585,2017,180348,Catawba,AAVC,4
586,2017,180348,Catawba,AGNR,7
587,2017,180348,Catawba,ARCH,14
588,2017,180348,Catawba,BMA,15
589,2017,180348,Catawba,HLTH,25
590,2017,180348,Catawba,HOSP,32
591,2017,180348,Catawba,HUMA,5
592,2017,180348,Catawba,INFO,32
593,2017,180348,Catawba,LAW,1
594,2017,180348,Catawba,MANU,6
595,2017,180348,Catawba,MRKT,6
596,2017,180348,Catawba,TRAN,25
597,2017,180376,Catawba,AAVC,1
598,2017,180376,Catawba,AGNR,7
599,2017,180376,Catawba,ARCH,30
600,2017,180376,Catawba,BMA,20
601,2017,180376,Catawba,HLTH,29
602,2017,180376,Catawba,HOSP,2
603,2017,180376,Catawba,HUMA,3
604,2017,180376,Catawba,INFO,10
605,2017,180376,Catawba,MANU,24
606,2017,180376,Catawba,MRKT,8
607,2017,180376,Catawba,STEM,8
608,2017,181318,Hickory,AAVC,28
609,2017,181318,Hickory,AGNR,3
610,2017,181318,Hickory,BMA,19
611,2017,181318,Hickory,HOSP,8
612,2017,181318,Hickory,INFO,3
613,2017,181318,Hickory,LAW,7
614,2017,181318,Hickory,MRKT,12
615,2017,181322,Hickory,AAVC,6
616,2017,181322,Hickory,AGNR,36
617,2017,181322,Hickory,ARCH,14
618,2017,181322,Hickory,BMA,15
619,2017,181322,Hickory,HLTH,6
620,2017,181322,Hickory,HOSP,51
621,2017,181322,Hickory,INFO,19
622,2017,181322,Hickory,LAW,1
623,2017,181322,Hickory,MRKT,12
624,2017,181322,Hickory,TRAN,10
625,2017,182316,Newton,AAVC,8
626,2017,182316,Newton,AGNR,27
627,2017,182316,Newton,ARCH,24
628,2017,182316,Newton,HLTH,88
629,2017,182316,Newton,HOSP,5
630,2017,182316,Newton,HUMA,63
631,2017,182316,Newton,INFO,14
632,2017,182316,Newton,MANU,3
633,2017,182700,Newton,ARCH,1
634,2017,190310,Chatham,AGNR,15
635,2017,190310,Chatham,HOSP,15
636,2017,190316,Chatham,AAVC,2
637,2017,190316,Chatham,AGNR,15
638,2017,190316,Chatham,ARCH,13
639,2017,190316,Chatham,BMA,2
640,2017,190316,Chatham,HLTH,21
641,2017,190316,Chatham,HOSP,1
642,2017,190316,Chatham,INFO,9
643,2017,190316,Chatham,LAW,4
644,2017,190316,Chatham,MANU,2
645,2017,190316,Chatham,TRAN,4
646,2017,190336,Chatham,AGNR,34
647,2017,190336,Chatham,ARCH,32
648,2017,190336,Chatham,HLTH,43
649,2017,190336,Chatham,HOSP,30
650,2017,190336,Chatham,LAW,9
651,2017,190336,Chatham,MRKT,11
652,2017,190336,Chatham,STEM,10
653,2017,190336,Chatham,TRAN,19
654,2017,190342,Chatham,AAVC,3
655,2017,190342,Chatham,AGNR,62
656,2017,190342,Chatham,ARCH,28
657,2017,190342,Chatham,BMA,11
658,2017,190342,Chatham,HLTH,20
659,2017,190342,Chatham,HOSP,44
660,2017,190342,Chatham,INFO,21
661,2017,190342,Chatham,LAW,1
662,2017,190342,Chatham,MANU,2
663,2017,190342,Chatham,MRKT,7
664,2017,190342,Chatham,TRAN,36
665,2017,19A000,Charter,BMA,2
666,2017,19A000,Charter,HOSP,1
667,2017,19A000,Charter,LAW,1
668,2017,19A000,Charter,MANU,2
669,2017,200308,Cherokee,AGNR,1
670,2017,200308,Cherokee,HLTH,10
671,2017,200308,Cherokee,HOSP,3
672,2017,200308,Cherokee,INFO,8
673,2017,200308,Cherokee,MANU,3
674,2017,200308,Cherokee,STEM,6
675,2017,200314,Cherokee,AGNR,9
676,2017,200314,Cherokee,ARCH,9
677,2017,200314,Cherokee,HLTH,15
678,2017,200314,Cherokee,HOSP,1
679,2017,200314,Cherokee,INFO,5
680,2017,200314,Cherokee,MANU,5
681,2017,200314,Cherokee,TRAN,1
682,2017,200322,Cherokee,STEM,1
683,2017,200328,Cherokee,AAVC,11
684,2017,200328,Cherokee,AGNR,18
685,2017,200328,Cherokee,HLTH,10
686,2017,200328,Cherokee,HOSP,1
687,2017,200328,Cherokee,INFO,8
688,2017,200328,Cherokee,LAW,3
689,2017,200328,Cherokee,MANU,11
690,2017,200350,Cherokee,TRAN,1
691,2017,210312,Edenton,AAVC,3
692,2017,210312,Edenton,AGNR,43
693,2017,210312,Edenton,BMA,6
694,2017,210312,Edenton,HLTH,9
695,2017,210312,Edenton,HOSP,24
696,2017,210312,Edenton,INFO,5
